"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "BodyLength_max" "BEl" "VEp" "REs" "OGp" "RMl" "BLs" "PFv" "PFs" "CPt" "Litter_size" "CAT_Litter_size" "Age_at_maturity_y" "CAT_Age_at_maturity_y" "Longevity_max_y" "CAT_Longevity_max_y" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Eggs" "Diet_Scav" "Diet_Phyto" "Diet_Plant" "Diet_Parasit" "Diet_Other" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat" "Feeding_habitat" "Reprod_habitat" "Spawning_habitat" "Flow_habitat" "Salt_habitat" "MinTemp" "MaxTemp" "Migration_type" "Migration_dist" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Cobitis illyrica" "EEA" "Fishes" "Cobitis illyrica Freyhof & Stelbrink, 2007" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 10.5505618 0.665505226 0.224985507 0 0.323217511 0.72277983 0.13868115 0.128569755 1.566541128 1362000 "fe1" 1.5 "ma2" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -7.7 32 "pot" "short" 1152.72343308482 "NO"
"Cobitis jadovensis" "EEA" "Fishes" "Cobitis jadovaensis Mustafic & Mrakovcic, 2008" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 110 5.90920942 0.597440167 0.208014702 0 0.568627451 0.658075247 0.071418369 0.126790896 1.566541128 15905 "fe1" 1.5 "ma1" 8 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "psam" "rheo" "rheo" "fre" -7.7 32 "pot" "short" 1502.45533360637 "NO"
"Cobitis melanoleuca" "EEA" "Fishes" "Cobitis melanoleuca Nichols, 1925" "SPECIES" NA "No" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 200 6.72569092 0.529204286 0.273524879 0 0.323217511 0.639719736 0.100699864 0.112772656 1.586477292 1362000 "fe1" 1.5 "ma1" 8 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "eury" "rheo" "fre" -9.3 28.6 "pot" "short" 21773.1398841951 "NO"
"Cobitis meridionalis" "EEA" "Fishes" "Cobitis meridionalis Karaman, 1924" "SPECIES" NA "Yes" NA "VULNERABLE" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 110 6.813081704 0.642025953 0.208657534 0 0.425548547 0.752414426 0.206398615 0.112601587 1.566541128 1362000 "fe1" 2 "ma2" 20 "ls1" "Omnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "phylith" "eury" "limno" "fre" -7.4 28.6 "pot" "short" 318.662821025835 "NO"
"Cobitis narentana" "EEA" "Fishes" "Cobitis narentana Karaman, 1928" "SPECIES" NA "Yes" NA "VULNERABLE" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 220 5.263678091 0.587632944 0.191796586 0 0.527716216 0.702970297 0.121473881 0.098354576 2.459066917 1362000 "fe1" 1.5 "ma2" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "phylith" "rheo" "rheo" "fre" -9.3 32 "pot" "short" 11459.5867594211 "NO"
"Cobitis ohridana" "EEA" "Fishes" "Cobitis ohridana Karaman, 1928" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 90 10.5505618 0.598507859 0.224985507 0 0.462912421 0.71985403 0.141795339 0.082064253 1.081154352 6e+05 "fe1" 2.5 "ma4" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "psam" "eury" "rheo" "fre" -7.7 28.6 "pot" "short" 54902.1853052185 "NO"
"Cobitis paludica" "EEA" "Fishes" "Cobitis paludica (de Buen, 1930)" "SPECIES" NA "Yes" NA "VULNERABLE" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 6.458349725 0.523341201 0.242790698 0 0.21572883 0.704825597 0.099708235 0.142331052 1.420566648 1362000 "fe2" 1 "ma1" 8 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "spel" "eury" "limno" "fre" -7.4 32 "pot" "short" 424480.235289572 "NO"
"Cobitis pontica" "EEA" "Fishes" "Cobitis pontica Vasil'eva & Vasil'ev, 2006" "SPECIES" NA "No" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 146 4.808936533 0.57179471 0.306006503 0 0.342975935 0.622924109 0.188277016 0.125599917 1.081154352 1362000 "fe1" 1.5 "ma1" 9 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -7.7 28.6 "pot" "short" 37735.3342567816 "NO"
"Cobitis puncticulata" "EEA" "Fishes" "Cobitis puncticulata Erk'akan, Atalay-Ekmekçi & Nalbant, 1998" "SPECIES" NA "No" NA "ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 150 7.71146979 0.621035943 0.246273305 0 0.449731707 0.75237787 0.095046647 0.142331052 1.727272727 6e+05 "fe1" 1.5 "ma2" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "phylith" "rheo" "rheo" "fre" -7.7 32 "pot" "short" 13010.794475365 "NO"
"Cobitis punctilineata" "EEA" "Fishes" "Cobitis punctilineata Economidis & Nalbant, 1996" "SPECIES" NA "Yes" NA "VULNERABLE" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 160 16.2191429 0.621035943 0.268304193 0 0.332282872 0.683816993 0.236337246 0.142331052 1.727272727 15905 "fe1" 1 "ma1" 8 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "phylith" "rheo" "limno" "fre" -7.4 32 "pot" "short" 2878.8792601983 "NO"
"Cobitis stephanidisi" "EEA" "Fishes" "Cobitis stephanidisi Economidis, 1992" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 110 7.431527396 0.630450663 0.246273305 0 0.527716216 0.72277983 0.095046647 0.096993993 1.775450752 15905 "fe1" 2 "ma4" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -7.7 28.6 "pot" "short" 1543.80748199486 "NO"
"Cobitis strumicae" "EEA" "Fishes" "Cobitis strumicae Karaman, 1955" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 110 6.449556712 0.505039851 0.208014702 0 0.491858878 0.671409666 0.119404173 0.152931157 2.297736394 6e+05 "fe1" 2.5 "ma2" 30 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "psam" "eury" "rheo" "fre" -7.7 32 "pot" "short" 318.662821025835 "NO"
"Cobitis taenia" "SPEED2ZERO" "Fishes" "Cobitis taenia Linnaeus, 1758" "SPECIES" "INN" NA "DD" "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 140 6.750121118 0.618919452 0.286353167 0 0.384711186 0.802443882 0.161490015 0.114149461 1.9990005 6e+05 "fe1" 2 "ma2" 30 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "spel" "eury" "rheo" "fre" -7.4 28.6 "pot" "short" 4471516.27799696 "NO"
"Cobitis tanaitica" "EEA" "Fishes" "Cobitis tanaitica Băcescu & Mayer, 1969" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 7.71146979 0.571287435 0.214387018 0 0.423677251 0.721777841 0.071418369 0.103728298 1.775450752 15905 "fe1" 1 "ma1" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "psam" "rheo" "rheo" "fre" -9.3 32 "pot" "short" 185092.566639498 "NO"
"Cobitis taurica" "EEA" "Fishes" "Cobitis taurica Vasil'eva, Vasil'ev, Janko, Ráb & Rábová, 2005" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 90 6.063213804 0.565760778 0.197402512 0.121716216 0.429321429 0.702970297 0.099708235 0.122282764 2.053007436 1362000 "fe1" 2.5 "ma2" 12 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "phylith" "eury" "rheo" "fre" -7.7 32 "pot" "short" 4525.85339994106 "NO"
"Cobitis trichonica" "EEA" "Fishes" "Cobitis trichonica Stephanidis, 1974" "SPECIES" NA "Yes" NA "ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 7.71146979 0.592637304 0.224985507 0 0.449731707 0.793583889 0.236071359 0.110243772 1.440914179 6e+05 "fe1" 2.5 "ma2" 30 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "phylith" "eury" "limno" "fre" -7.7 28.6 "pot" "short" 7470.81572709867 "NO"
"Cobitis vardarensis" "EEA" "Fishes" "Cobitis vardarensis Karaman, 1928" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 110 6.546260502 0.565207979 0.224985507 0 0.21572883 0.711303541 0.095046647 0.110243772 1.727272727 6e+05 "fe2" 1 "ma1" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "psam" "eury" "limno" "fre" -7.7 32 "pot" "short" 43208.9784816821 "NO"
"Cobitis vettonica" "EEA" "Fishes" "Cobitis vettonica Doadrio & Perdices, 1997" "SPECIES" NA "Yes" NA "ENDANGERED" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 90 6.459838802 0.526155153 0.255550259 0 0.313627651 0.683816993 0.100728946 0.119509424 1.440914179 6e+05 "fe2" 2 "ma4" 30 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "eury" "eury" "fre" -7.4 32 "pot" "short" 10923.8574710828 "NO"
"Cobitis zanandreai" "EEA" "Fishes" "Cobitis zanandreai Cavicchioli, 1965" "SPECIES" NA "Yes" NA "VULNERABLE" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 110 6.546260502 0.577226902 0.214387018 0 0.326590325 0.727348784 0.100728946 0.110243772 1.9375 1362000 "fe1" 1 "ma2" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "spel" "eury" "limno" "fre" -9.3 32 "pot" "short" 15047.4507054574 "NO"
"Coregonus acrinasus" "SPEED2ZERO" "Fishes" "Coregonus acrinasus Selz, Dönz, Vonlanthen & Seehausen, 2020" "SPECIES" "IEN" NA NA NA "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1200 3.399537805 0.615302749 0.316898111 0.471607523 0.938973274 0.428179568 0.334983588 0.150239916 2.375334796 350 "fe1" 3 "ma2" 12 "ls3" "Carnivorous" 1 1 1 0 0 0 0 1 0 0 1 0 0 "demersal" "wc" "lith" "eury" "limno" "fre" -7.4 32 "pot" "short" 42.9504165782375 "YES"
"Coregonus albellus" "SPEED2ZERO" "Fishes" "Coregonus albellus Fatio, 1890" "SPECIES" "IEN" NA NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 700 3.929315609 0.455421383 0.442934426 0.461755347 0.506832422 0.388901595 0.326692452 0.151901614 1.923128188 11500 "fe2" 2 "ma5" 8 "ls3" "Carnivorous" 1 1 1 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "phylith" "eury" "limno" "fre" -7.4 32 "pot" "short" 67.6819223712908 "NO"
"Coregonus albula" "EEA" "Fishes" "Coregonus albula (Linnaeus, 1758)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 480 4.479430556 0.552868056 0.59387889 0.552868056 0.649809399 0.4445 0.267979167 0.150450051 2.909159074 250 "fe1" 1.5 "ma1" 5.5 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "wc" "pel" "limno" "limno" "fbm" -9.3 32 "dia" "medium" 2565960.6066235 "NO"
"Coregonus alpinus" "SPEED2ZERO" "Fishes" "Coregonus alpinus Fatio, 1885" "SPECIES" "IEN" NA NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 120 4.786474032 0.592637304 0.445892643 0.56764812 0.485556989 0.544370237 0.359645624 0.159646269 1.774483871 350 "fe1" 1.5 "ma2" 2.5 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "eury" "eury" "fre" -7.4 32 "pot" "short" 42.5845996952406 "NO"
"Coregonus arenicolus" "EEA" "Fishes" "Coregonus arenicolus Kottelat, 1997" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 250 4.03104469 0.54839657 0.441565619 0.431718935 0.575468739 0.549385961 0.270874978 0.164961279 2.650049006 250 "fe1" 2.5 "ma4" 2.5 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "limno" "fre" -9.3 32 "pot" "short" 517.865571712522 "NO"
"Coregonus atterensis" "EEA" "Fishes" "Coregonus atterensis Kottelat, 1997" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 400 4.095264208 0.496265565 0.432179532 0.359633663 0.605365877 0.443953262 0.239724726 0.161473163 2.367404334 109314 "fe1" 2.5 "ma2" 5.5 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "limno" "fre" -9.3 28.6 "pot" "short" 42.9504165782375 "NO"
"Coregonus autumnalis" "EEA" "Fishes" "Coregonus autumnalis (Pallas, 1776)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 650 4.446431892 0.550093831 0.490924528 0.51987354 0.415528302 0.448021099 0.276674162 0.152624315 3.384615385 109314 "fe2" 2.5 "ma2" 5.5 "ls2" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "phy" "limno" "eury" "fre" -7.4 32 "pot" "short" 23.2691364460591 "NO"
"Coregonus baerii" "EEA" "Fishes" "Coregonus baerii Kessler, 1864" "SPECIES" NA "Yes" NA "DATA_DEFICIENT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1200 3.896945319 0.565760778 0.363245928 0.415040091 0.608281478 0.428179568 0.25614737 0.123253268 2.382553032 1362000 "fe3" 2 "ma5" 12 "ls3" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "phy" "eury" "limno" "fre" -7.4 28.6 "pot" "short" 63313.9589625256 "NO"
"Coregonus bavaricus" "EEA" "Fishes" "Coregonus bavaricus Hofer, 1909" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 500 4.282346722 0.317674074 0.388560033 0.247068075 0.490233659 0.421766852 0.310865365 0.139196797 2.319255319 27000 "fe2" 3 "ma3" 16 "ls3" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "limno" "fre" -9.3 32 "pot" "short" 45.3893237089387 "NO"
"Coregonus bezola" "EEA" "Fishes" "Coregonus bezola Fatio, 1888" "SPECIES" NA "Yes" NA "EXTINCT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 730 4.256795571 0.454222206 0.473164508 0.344778262 0.315070169 0.422416209 0.2462078 0.152624315 3.67045826 250 "fe2" 5 "ma3" 5 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -7.4 32 "pot" "short" 38.3127456251774 "NO"
"Coregonus brienzii" "InfoSpecies" "Fishes" "Coregonus brienzii Selz, Dönz, Vonlanthen & Seehausen, 2020" "SPECIES" "IEN" NA NA NA "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 700 4.200806433 0.498755109 0.481078462 0.440382562 0.490233659 0.354197254 0.209033471 0.123253268 1.885064254 15905 "fe2" 5 "ma5" 8 "ls3" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "eury" "limno" "fre" -7.4 32 "dia" "long" 2567.73136197265 "YES"
"Coregonus candidus" "EEA" "Fishes" "Coregonus candidus Goll, 1883" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 600 3.385020677 0.592637304 0.316898111 0.474421473 0.686115171 0.363489606 0.398128212 0.183462986 3.968935484 27000 "fe1" 4 "ma2" 5 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "wc" "lith" "rheo" "rheo" "fre" -9.3 32 "nom" "short" 209.106437479521 "NO"
"Coregonus clupeoides" "EEA" "Fishes" "Coregonus clupeoides Lacepède, 1803" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1400 3.896519012 0.52058698 0.368600295 0.387776185 0.915678576 0.460191558 0.233215548 0.128637131 2.579491936 20000 "fe3" 5 "ma5" 12 "ls3" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "phylith" "rheo" "rheo" "fre" -7.7 32 "pot" "long" 261.139394652996 "NO"
"Coregonus confusus" "EEA" "Fishes" "Coregonus confusus Fatio, 1885" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 880 3.8684665 0.480530029 0.301847685 0.464300245 0.606212274 0.429672819 0.230678895 0.132018967 2.195897608 1362000 "fe3" 3 "ma2" 20 "ls3" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "wc" "lith" "eury" "rheo" "fre" -7.7 28.6 "pot" "short" 267.47192186469 "NO"
"Coregonus danneri" "EEA" "Fishes" "Coregonus danneri Vogt, 1908" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 500 4.324533428 0.559971056 0.398685394 0.56764812 1.014865385 0.331885667 0.277170027 0.153369415 2.08848948 11500 "fe1" 3 "ma3" 7 "ls2" "Carnivorous" 1 1 1 0 0 0 0 1 0 0 1 0 0 "bentic" "wc" "phylith" "eury" "rheo" "fre" -7.7 32 "pot" "short" 23.938626621846 "NO"
"Coregonus fatioi" "SPEED2ZERO" "Fishes" "Coregonus fatioi Kottelat, 1997" "SPECIES" "IEN" NA NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 620 4.758397322 0.455062235 0.432042983 0.359633663 0.30727517 0.449230449 0.216085034 0.112772656 2.848021817 20000 "fe3" 3 "ma3" 20 "ls3" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "phylith" "eury" "limno" "fre" -7.4 32 "pot" "long" 67.6819223712908 "NO"
"Coregonus fera" "EEA" "Fishes" "Coregonus fera Jurine, 1825" "SPECIES" NA "Yes" NA "EXTINCT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 550 3.51563748 0.519231851 0.357392832 0.431318836 0.456425786 0.393788883 0.283015896 0.172026374 2.981459145 27000 "fe1" 3 "ma3" 6 "ls3" "Omnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "demersal" "wc" "lith" "limno" "eury" "fbm" -9.3 28.6 "dia" "short" 559.471073844489 "NO"
"Coregonus fontanae" "EEA" "Fishes" "Coregonus fontanae Schulz & Freyhof, 2003" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 800 3.844632171 0.531244891 0.421875 0.426023839 0.650261995 0.359073359 0.274519507 0.132018967 2.579491936 304830 "fe1" 8 "ma2" 16 "ls2" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "pelagic" "ben" "phylith" "rheo" "rheo" "fre" -9.3 28.6 "pot" "short" 432.187060649085 "NO"
"Coregonus gutturosus" "EEA" "Fishes" "Coregonus gutturosus (Gmelin, 1818)" "SPECIES" NA "Yes" NA "EXTINCT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 260 4.820905351 0.641396876 0.445922922 0.467698415 0.530214084 0.618556701 0.474768323 0.169120972 3.1112 1362000 "fe1" 5 "ma4" 15 "ls1" "Carnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fre" -7.7 32 "pot" "short" 517.865571712522 "NO"
"Coregonus heglingus" "EEA" "Fishes" "Coregonus heglingus Schinz, 1822" "SPECIES" NA "Yes" NA "DATA_DEFICIENT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 520 4.021182007 0.447189769 0.508989809 0.374394972 0.370692614 0.292088491 0.270874978 0.136473126 3.442519231 15905 "fe2" 4 "ma3" 5.5 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "wc" "lith" "eury" "eury" "fre" -7.4 28.6 "pot" "short" 2403.3041559549 "NO"
