"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "Riparian_sp" "Meadow_sp" "Overwinter_stage" "BodyLength_mm" "BodyWidth_mm" "Litter_size" "Flight_capacity" "Wing_length_mm" "Wing_width_mm" "Wingspan_mm" "Diet" "Diet_WoodyFlower" "Diet_HerbFlower" "Diet_Fungi" "Diet_Scav" "Diet_Mineral" "LARVA_Diet_range" "LARVA_Diet_Grass" "LARVA_Diet_Herbs" "LARVA_Diet_Woody" "LARVA_DietPart_Flower" "LARVA_DietPart_Leaf" "LARVA_DietPart_Bud" "LARVA_DietPart_Stem" "nGenus" "nFamily" "PrimaryHostplantFamily" "SecondaryHostplantFamily" "HostPlantIndex" "Ter" "Aqu" "Arb" "Aer" "CanopyAffinity" "Biotope_range" "HAB_MesoGrass" "HAB_DryGrass" "HAB_Shrubs" "HAB_Forests" "HAB_TallGrass" "HAB_Wetlands" "HAB_Water" "HAB_Rocks" "HAB_Human" "LARVA_Soil" "LARVA_Ground" "LARVA_Field" "LARVA_Shrubs" "LARVA_Forests" "Basking_dorsalA" "Basking_dorsalR" "Basking_wings" "EIV_Temp" "AnnuMeanTemp" "Elev_Planar" "Elev_Colline" "Elev_Montane" "Elev_Subalpine" "Elev_Alpine" "Dispersal_ability" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Acronicta alni" "SPEED2ZERO" "Insects" "Acronicta alni (Linnaeus, 1767)" "SPECIES" "INN" NA NA NA "Acronicta" "Noctuidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04 1.64 "larva" 11.46 2.6 2.6 0.367272727272727 15.1456 8.52 28.84 "Herbivorous" 0 1 0 0 0 "narrow_oligophag" 0 1 0 1 1 0 0 2 1.4 "Fabaceae" "None" 0.59712 1 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2.36 7.908 0 0 1 1 0 0.194666666666667 399133.617984756 "YES"
"Acronicta auricoma" "SPEED2ZERO" "Insects" "Acronicta auricoma (Denis & Schiffermüller), 1775" "SPECIES" "INN" NA NA NA "Acronicta" "Noctuidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04 1.76 "larva" 10.6 2.62 2.52 0.4 14.3629 8.74 27.15 "Herbivorous" 0 1 0 0 0 "narrow_oligophag" 0 1 0 1 1 0 0 2 1.4 "Fabaceae" "None" 0.58068 1 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 2.68 8.4044 0 1 1 0 0 0.24 738813.831731621 "YES"
"Acronicta cuspis" "SPEED2ZERO" "Insects" "Acronicta cuspis (Hübner)" "SPECIES" "INN" NA NA NA "Acronicta" "Noctuidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.16 1.72 "larva" 11.38 2.58 2.64 0.276363636363637 15.1986 9.12 28.12 "Herbivorous" 0 1 0 0 0 "narrow_oligophag" 0 0 0 1 1 0 0 1.64 1.08 "Fabaceae" "None" 0.59792 1 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2.16 7.2628 0 0 1 1 1 0.176 110630.315423219 "YES"
"Acronicta euphorbiae" "SPEED2ZERO" "Insects" "Acronicta euphorbiae (Denis & Schiffermüller), 1775" "SPECIES" "INN" NA NA NA "Acronicta" "Noctuidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.16 1.92 "larva" 11.1 2.54 2.64 0.436363636363636 14.2782 8.36 27.15 "Herbivorous" 0 1 0 0 0 "narrow_oligophag" 0 1 0 1 1 0 0 2.92 1.48 "Fabaceae" "None" 0.48428 0 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 2.52 8.3012 0 1 1 1 0 0.242666666666667 4657696.38412555 "YES"
"Acronicta leporina" "SPEED2ZERO" "Insects" "Acronicta leporina (Linnaeus, 1758)" "SPECIES" "INN" NA NA NA "Acronicta" "Noctuidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04 1.64 "larva" 11.26 2.6 2.6 0.301818181818182 14.4924 8.6 27.2 "Herbivorous" 0 1 0 0 0 "narrow_oligophag" 0 0 0 1 1 0 0 3.28 1.64 "Fabaceae" "None" 0.50292 0 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2.12 7.7064 0 1 1 1 0 0.184 1871451.95202025 "YES"
"Acronicta megacephala" "SPEED2ZERO" "Insects" "Acronicta megacephala (Denis & Schiffermüller), 1775" "SPECIES" "INN" NA NA NA "Acronicta" "Noctuidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.96 1.68 "larva" 10.52 2.56 2.52 0.327272727272727 14.8767 8.4 27.97 "Herbivorous" 0 1 0 0 0 "narrow_oligophag" 0 1 0 1 1 0 0 2.12 1.28 "Fabaceae" "None" 0.60524 0 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 2.32 7.3816 0 0 1 1 0 0.168 1283302.49832871 "YES"
"Acronicta menyanthidis" "SPEED2ZERO" "Insects" "Acronicta menyanthidis (Esper)" "SPECIES" "INN" NA NA NA "Acronicta" "Noctuidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.92 1.8 "larva" 11 2.66 2.52 0.374545454545455 16.0146 9.04 29.91 "Herbivorous" 0 1 0 0 0 "oligophag" 0 1 0 1 1 0 0 3.04 1.8 "Fabaceae" "None" 0.53356 1 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 1.72 7.2828 0 0 1 1 0 0.24 2206614.01495129 "YES"
"Acronicta psi" "SPEED2ZERO" "Insects" "Acronicta psi (Linnaeus, 1758)" "SPECIES" "INN" NA NA NA "Acronicta" "Noctuidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1.72 "larva" 10.34 2.6 2.44 0.312727272727273 14.2316 8.54 27.29 "Herbivorous" 0 1 0 0 1 "narrow_oligophag" 0 1 0 1 1 0 0 2.6 1.4 "Fabaceae" "None" 0.52104 0 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 1.88 7.6148 0 1 1 1 0 0.189333333333333 342427.930174932 "YES"
"Acronicta rumicis" "SPEED2ZERO" "Insects" "Acronicta rumicis Linnaeus, 1758" "SPECIES" "INN" NA NA NA "Acronicta" "Noctuidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.16 1.56 "larva" 10.8 2.56 2.6 0.374545454545455 14.5855 8.52 27.64 "Herbivorous" 0 1 0 0 1 "narrow_oligophag" 0 1 0 1 1 0 0 2.04 1.36 "Fabaceae" "None" 0.56424 0 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 2.88 8.202 0 1 1 1 0 0.237333333333333 3192557.05583467 "YES"
"Acronicta strigosa" "SPEED2ZERO" "Insects" "Acronicta strigosa (Denis & Schiffermüller), 1775" "SPECIES" "INN" NA NA NA "Acronicta" "Noctuidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04 1.64 "larva" 12.18 2.78 2.6 0.334545454545455 15.1656 9.3 28.51 "Herbivorous" 0 1 0 0 0 "narrow_oligophag" 0 1 0 1 1 0 0 1.64 1.04 "Fabaceae" "None" 0.53844 1 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 1 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 2.28 7.9284 0 0 1 0 0 0.208 83690.4549182468 "YES"
"Acronicta tridens" "SPEED2ZERO" "Insects" "Acronicta tridens (Denis & Schiffermüller), 1775" "SPECIES" "INN" NA NA NA "Acronicta" "Noctuidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1.56 "larva" 11.2 2.62 2.52 0.352727272727273 14.8457 9.06 27.53 "Herbivorous" 0 1 0 0 1 "oligophag" 0 0 0 1 1 0 0 2.72 1.32 "Fabaceae" "None" 0.6494 0 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 2.32 7.5928 0 0 1 1 0 0.224 1125547.64541589 "YES"
"Actebia praecox" "SPEED2ZERO" "Insects" "Actebia praecox Linnaeus, 1758" "SPECIES" "INN" NA NA NA "Actebia" "Noctuidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2 1.72 "larva" 10.8 2.56 2.6 0.345454545454546 14.7952 8.66 28.18 "Herbivorous" 0 1 0 0 0 "narrow_oligophag" 0 1 0 1 1 0 0 2.88 1.36 "Fabaceae" "None" 0.53532 0 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 2.4 7.9124 0 0 1 1 0 0.205333333333333 3325322.3869769 "YES"
"Actinotia polyodon" "SPEED2ZERO" "Insects" "Actinotia polyodon (Clerck, 1759)" "SPECIES" "INN" NA NA NA "Actinotia" "Noctuidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.88 1.88 "larva" 10.88 2.38 2.28 0.352727272727273 14.29 8.16 26.96 "Herbivorous" 0 1 0 0 1 "narrow_oligophag" 0 1 0 1 1 0 0 2.2 1.28 "Fabaceae" "None" 0.6062 1 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 1 0 0 1 0 0 0 0 0 1 1 0 0 1 1 0 2.04 7.3604 0 0 1 1 1 0.205333333333333 1624149.04034785 "YES"
"Actinotia radiosa" "InfoSpecies" "Insects" "Actinotia radiosa (Esper, 1804)" "SPECIES" "INN" NA NA NA "Actinotia" "Noctuidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.92 2.12 "larva" 11.22 2.6 2.56 0.316363636363636 14.1846 8.3 28.38 "Herbivorous" 0 1 0 0 0 "narrow_oligophag" 0 1 0 1 1 0 0 2.44 1.24 "Fabaceae" "None" 0.57088 1 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 2.56 7.4344 0 0 1 1 0 0.184 521121.054349186 "YES"
"Adscita albanica" "InfoSpecies" "Insects" "Adscita albanica (Naufock, 1926)" "SPECIES" NA NA "NT" NA "Adscita" "Zygaenidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.08 1.4 "cocoon" 16.76 3.7 3.08 0.450909090909091 21.5972 12.92 39.29 "Herbivorous" 0 1 0 0 1 "narrow_oligophag" 0 1 0 1 1 0 0 1.8 1.12 "Brassicaceae" "None" 0.49268 0 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 2.84 8.8848 0 1 1 1 0 0.306666666666667 1359960.82365968 "YES"
"Adscita alpina" "SPEED2ZERO" "Insects" "Adscita alpina (Alberti, 1937)" "SPECIES" "INN" NA "NT" NA "Adscita" "Zygaenidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1.04 1.8 "cocoon" 16.8 3.52 3.44 0.487272727272727 21.6172 13.5 39.9 "Herbivorous" 0 1 0 0 0 "narrow_oligophag" 0 1 0 1 1 0 0 2.8 1.36 "Brassicaceae" "None" 0.49212 0 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2.64 9.6396 0 1 1 0 0 0.370666666666667 1582524.07201792 "NO"
"Adscita dujardini" "SPEED2ZERO" "Insects" "Adscita dujardini Efetov & Tarmann, 2014" "SPECIES" "INN" NA "NT" NA "Adscita" "Zygaenidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1.12 1.36 "cocoon" 16.28 3.46 3.2 0.458181818181818 21.4158 13.04 39.66 "Herbivorous" 0 1 0 0 0 "narrow_oligophag" 0 0 0 1 1 0 0 2.24 1.16 "Brassicaceae" "None" 0.56828 1 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 3.4 9.916 1 1 1 0 0 0.325333333333333 143894.37365571 "NO"
"Adscita geryon" "SPEED2ZERO" "Insects" "Adscita geryon (Hübner)" "SPECIES" "INN" NA "NT" NA "Adscita" "Zygaenidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.88 1.68 "cocoon" 16.1 3.38 2.84 0.36 21.523 12.7 39.45 "Herbivorous" 0 1 0 0 0 "narrow_oligophag" 0 1 0 1 1 0 0 1.8 1.12 "Brassicaceae" "None" 0.48576 1 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1.96 8.0232 0 1 1 1 0 0.312 150229.844265884 "YES"
"Adscita mannii" "SPEED2ZERO" "Insects" "Adscita mannii (Lederer, 1853)" "SPECIES" "INN" NA "CR" NA "Adscita" "Zygaenidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.96 1.64 "cocoon" 15.84 3.64 2.96 0.454545454545455 21.5356 13.16 38.73 "Herbivorous" 0 1 0 0 0 "narrow_oligophag" 0 1 0 1 1 0 0 2.44 1.08 "Brassicaceae" "None" 0.51128 1 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 2.96 9.1848 0 1 1 1 0 0.309333333333333 735164.525349325 "NO"
"Adscita statices" "SPEED2ZERO" "Insects" "Adscita statices (Linnaeus, 1758)" "SPECIES" "INN" NA "NT" NA "Adscita" "Zygaenidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.92 1.68 "cocoon" 16.28 3.52 2.92 0.392727272727273 21.067 12.98 37.89 "Herbivorous" 0 1 0 0 0 "narrow_oligophag" 0 0 0 1 1 0 0 1.68 1.04 "Brassicaceae" "None" 0.58464 1 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 3.16 9.218 0 1 1 0 0 0.277333333333333 145525.858090278 "NO"
"Aedia funesta" "SPEED2ZERO" "Insects" "Aedia funesta Esper" "SPECIES" "INN" NA NA NA "Aedia" "Noctuidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.08 1.84 "larva" 11.54 2.66 2.64 0.36 14.6137 9.16 28.87 "Herbivorous" 0 1 0 0 1 "narrow_oligophag" 0 1 0 1 1 0 0 2.24 1.28 "Fabaceae" "None" 0.54264 1 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 2.16 8.6828 0 0 1 1 0 0.237333333333333 3122445.18549775 "YES"
"Aedia leucomelas" "SPEED2ZERO" "Insects" "Aedia leucomelas (Linnaeus, 1758)" "SPECIES" "INN" NA NA NA "Aedia" "Noctuidae" "Lepidoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.16 1.6 "larva" 10.72 2.58 2.4 0.341818181818182 14.5369 8.58 28.76 "Herbivorous" 0 1 0 0 0 "oligophag" 0 1 0 1 1 0 0 2.12 1.28 "Fabaceae" "None" 0.48872 0 0 1 1 "Mixed canopy (open affinity)" "oligotope" 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 2.12 7.4688 0 0 1 1 0 0.202666666666667 2939324.76972144 "YES"
