"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "Reproductive_mode" "Development" "Longevity_max_y" "Transport_sws" "Transport_swd" "Transport_bub" "Transport_spw" "Transport_ses" "Transport_oth" "Stream_pref_euc" "Stream_pref_hyc" "Stream_pref_erh" "Stream_pref_mrh" "Stream_pref_hrh" "Stream_pref_epo" "Stream_pref_mpo" "Stream_pref_hpo" "Stream_pref_lit" "Stream_pref_pro" "Diet_gra" "Diet_min" "Diet_xyl" "Diet_shr" "Diet_gat" "Diet_aff" "Diet_pff" "Diet_pre" "Diet_par" "Diet_oth" "Respir_teg" "Respir_gil" "Respir_pls" "Respir_spi" "Respir_ves" "Respir_tap" "Respir_sur" "Ter" "Aqu" "Aer" "Aqu_stage_egg" "Aqu_stage_lar" "Aqu_stage_nym" "Aqu_stage_pup" "Aqu_stage_adu" "Substrate_arg" "Substrate_pel" "Substrate_psa" "Substrate_aka" "Substrate_mil" "Substrate_mal" "Substrate_hpe" "Substrate_alg" "Substrate_mph" "Substrate_pom" "Substrate_woo" "Substrate_mad" "Substrate_oth" "Flow_habitat" "Rhithral_pref" "Potamal_pref" "Salt_pref_salfr" "Salt_pref_salol" "Salt_pref_salme" "Salt_pref_salpo" "Salt_pref_saleu" "Drought" "Temp_pref" "pH_pref" "Elev_Planar" "Elev_Colline" "Elev_Montane" "Elev_Subalpine" "Elev_Alpine" "Elev_Nival" "Emergence_winter" "Emergence_spring" "Emergence_summmer" "Emergence_autumn" "Emergence_length" "Geo_range" "MISSING_ALL_TRAITS"
"Agrypnia obsoleta" "InfoSpecies" "Insects" "Agrypnia obsoleta (Hagen, 1864)" "SPECIES" "INN" NA "CR" NA "Agrypnia" "Phryganeidae" "Trichoptera" "Insecta" "Arthropoda" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "vec" "holometabolic" ">1" 0 0 0 10 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 3 1 0 0 6 0 0 1 1 0 0 0 0 0 0 1 0 1 8 0 1 0 0 2 0 0 0 0 0 0 2 3 3 0 0 "limnophil" 1 1 7 3 0 0 0 "no_resist" "mixed" "acid" 1 1 1 1 1 0 0 0 10 0 "short" "very_wide" "NO"
"Agrypnia pagetana" "SPEED2ZERO" "Insects" "Agrypnia pagetana Curtis, 1835" "SPECIES" "INN" NA "LC" NA "Agrypnia" "Phryganeidae" "Trichoptera" "Insecta" "Arthropoda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "vec" "holometabolic" "<=1" 0 0 0 10 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 3 1 0 0 6 0 0 1 1 0 0 0 0 0 0 1 0 1 8 0 1 0 0 2 0 0 0 0 0 0 2 3 3 0 0 "limnobiont" 1 1 7 3 0 0 0 "no_resist" "mixed" "no_pref" 1 1 0 0 0 0 0 2 6 2 "short" "very_wide" "NO"
"Agrypnia picta" "InfoSpecies" "Insects" "Agrypnia picta Kolenati, 1848" "SPECIES" NA NA "RE" NA "Agrypnia" "Phryganeidae" "Trichoptera" "Insecta" "Arthropoda" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "vec" "holometabolic" "<=1" 0 0 0 10 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 3 1 0 0 6 0 0 1 1 0 0 0 0 0 0 1 0 1 8 0 1 0 0 2 0 0 0 0 0 0 2 3 3 0 0 "limnophil" 1 1 7 3 0 0 0 "no_resist" "mixed" "no_pref" 1 1 1 0 0 0 0 1.56 7.72 1.48 "long" "moderate" "NO"
"Agrypnia varia" "SPEED2ZERO" "Insects" "Agrypnia varia (Fabricius, 1793)" "SPECIES" "INN" NA "LC" NA "Agrypnia" "Phryganeidae" "Trichoptera" "Insecta" "Arthropoda" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "fic" "holometabolic" "<=1" 0 0 0 10 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 3 1 0 0 6 0 0 1 1 0 0 0 0 0 0 1 0 1 8 0 1 0 0 2 0 0 0 0 0 0 2 3 3 0 0 "limnobiont" 1 1 7 3 0 0 0 "no_resist" "mixed" "no_pref" 1 1 1 0 0 0 0 3 4 3 "long" "very_wide" "NO"
"Alainites muticus" "SPEED2ZERO" "Insects" "Alainites muticus (Linnaeus, 1758)" "SPECIES" "INN" NA "LC" NA "Alainites" "Baetidae" "Ephemeroptera" "Insecta" "Arthropoda" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "frc" "hemimetabolic" "<=1" 0 0 5 5 0 0 0 1 2 2 2 2 1 0 0 0 5 0 0 0 5 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 2 0 8 0 0 0 0 1 1 2 1 0 0 4 0 0 1 0 "rheo_to_limnophil" 3 2 10 0 0 0 0 "egg_resist" "mixed" "neutral_to_alka" 1 1 1 0 0 0 1 4 4 1 "long" "very_wide" "NO"
"Allogamus antennatus" "SPEED2ZERO" "Insects" "Allogamus antennatus (McLachlan, 1876)" "SPECIES" "INN" NA "VU" NA "Allogamus" "Limnephilidae" "Trichoptera" "Insecta" "Arthropoda" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "tec" "holometabolic" "<=1" 0 0 0.08 7.28 2.56 0 0.36 0.64 0.68 1.16 1.36 1.28 0.76 0 2.68 0 1.24 0 0 3.44 0.6 0 0.04 1.8 0 0 1 1 0 0 0 0 0 0 1 0 1.04 7.88 0 0.96 0 0 0.68 0.52 0.16 0.8 0.96 0 0 2 2.4 1.2 0 0 "rheo_to_limnophil" 2.4 2 7.84 2.28 0 0 0 "no_resist" "mixed" "no_pref" 1 1 1 0 0 0 0.04 1.92 5.12 2.96 "long" "very_wide" "NO"
"Allogamus auricollis" "SPEED2ZERO" "Insects" "Allogamus auricollis (Pictet, 1834)" "SPECIES" "INN" NA "LC" NA "Allogamus" "Limnephilidae" "Trichoptera" "Insecta" "Arthropoda" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "tec" "holometabolic" "<=1" 0 0 0 7 3 0 0 2 3 3 2 0 0 0 0 0 3 0 0 2 0 0 3 2 0 0 1 1 0 0 0 0 0 0 1 0 2 7 0 1 0 0 0 2 0 3 3 0 0 0 2 0 0 0 "rheophil" 4 1 7.84 2.16 0 0 0 "no_resist" "mixed" "no_pref" 1 1 1 1 1 0 0 0 5 5 "short" "very_wide" "NO"
"Allogamus hilaris" "SPEED2ZERO" "Insects" "Allogamus hilaris (McLachlan, 1876)" "SPECIES" "INN" NA "LC" NA "Allogamus" "Limnephilidae" "Trichoptera" "Insecta" "Arthropoda" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "fic" "holometabolic" "<=1" 0 0 0.12 7.76 2.48 0 0.56 0.88 0.64 0.72 0.84 0.88 0.48 0 3.96 0.04 1.04 0 0 3.56 0.36 0 0.4 3.16 0 0 1 1 0 0 0 0 0 0 1 0 1.12 8 0 1.04 0 0 0.72 0.48 0.08 0.96 0.88 0 0.08 3.28 2.72 1.32 0.04 0 "limnobiont" 2.12 1.68 8.08 1.92 0 0 0 "no_resist" "mixed" "no_pref" 1 0 1 0 0 0 0.08 1 5.84 2.88 "long" "very_wide" "YES"
"Allogamus mendax" "SPEED2ZERO" "Insects" "Allogamus mendax (McLachlan, 1876)" "SPECIES" "INN" NA "NT" NA "Allogamus" "Limnephilidae" "Trichoptera" "Insecta" "Arthropoda" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "fic" "holometabolic" "<=1" 0 0 0.12 7.24 2.44 0 0.52 0.8 0.92 1.04 1.8 1.44 0.48 0 2.44 0.04 1.52 0 0 3.24 0.84 0 0.2 1.52 0 0 1 1 0 0 0 0 0 0 1 0 1.12 7.76 0 1.04 0 0 0.4 0.36 0.12 1.44 1.4 0 0.04 2.48 1.96 0.76 0 0 "rheophil" 2.4 1.88 7.92 2.04 0 0 0 "no_resist" "mixed" "no_pref" 1 1 1 0 0 0 0 1.44 5.28 3.76 "long" "very_wide" "NO"
"Allogamus periphetes" "InfoSpecies" "Insects" NA "SPECIES" NA NA "DD" NA "Allogamus" "Limnephilidae" "Trichoptera" "Insecta" "Arthropoda" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "vec" "holometabolic" "<=1" 0 0 0 7.76 2.36 0 0.88 1 0.52 0.4 0.88 0.68 0.36 0 4.28 0.04 1.6 0 0 3.44 0.72 0 0.04 2.64 0 0.4 1 1 0 0 0 0 0 0 1 0 1.04 7.96 0 1.12 0 0 0.76 0.44 0.04 0.72 1.2 0 0 3.24 1.88 1.16 0 0 "limnobiont" 1.68 1.52 7.36 2.64 0 0 0 "no_resist" "mixed" "no_pref" 1 1 1 0 0 0 0 1 5.84 3.72 "long" "very_wide" "YES"
"Allogamus uncatus" "SPEED2ZERO" "Insects" "Allogamus uncatus (Brauer, 1857)" "SPECIES" "INN" NA "LC" NA "Allogamus" "Limnephilidae" "Trichoptera" "Insecta" "Arthropoda" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "vec" "holometabolic" "<=1" 0 0 0 7.64 2.32 0.08 0.16 0.8 0.84 0.68 0.68 0.64 0.36 0 4.64 0.08 0.8 0 0 3.96 0.8 0 0 2.16 0 0 1 1 0 0 0 0 0 0 1 0 1.08 7.96 0 0.96 0 0 0.68 0.2 0.12 1.08 0.72 0 0.08 3.24 2.36 1.64 0.12 0 "limnophil" 1.96 1.56 7.96 2.04 0 0 0 "no_resist" "mixed" "no_pref" 1 1 1 0 0 0 0.04 1.4 5.4 2.6 "long" "very_wide" "YES"
"Allotrichia pallicornis" "SPEED2ZERO" "Insects" "Agraylea pallicornis (Eaton, 1873)" "SPECIES" "INN" NA "VU" NA "Agraylea" "Hydroptilidae" "Trichoptera" "Insecta" "Arthropoda" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "fic" "holometabolic" "<=1" 0 0 0 6.64 3 0.04 0.64 1.08 0.88 1.56 1.76 1.08 0.32 0 1.36 0.08 2.32 0 0 1.24 0.96 0.4 0.32 1 0 0.76 1 1 0 0 0 0 0 0 1 0 1.12 7.96 0 1.04 0 0 0.24 0.36 0.24 2.28 2.04 0 1.04 1.32 0.52 1.12 0 0 "rheo_to_limnophil" 2.88 1.68 7.72 2.28 0 0 0 "no_resist" "mixed" "no_pref" 1 1 1 0 0 0 0.08 1.52 5.48 3 "long" "very_wide" "NO"
"Alpopsyche ucenorum" "InfoSpecies" "Insects" "Rhadicoleptus ucenorum (McLachlan, 1876)" "SPECIES" "INN" NA "CR" NA "Rhadicoleptus" "Limnephilidae" "Trichoptera" "Insecta" "Arthropoda" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "vec" "holometabolic" "<=1" 0 0 0 7.52 2.68 0 2.28 2.72 0.8 0.28 0.28 0.56 0.48 0 2.64 0 1.48 0 0 4.36 0.6 0 0.32 2.64 0 0.8 1 1 0 0 0 0 0 0 1 0 1.04 8.04 0 1.08 0 0 0.72 0.2 0.24 0.96 0.68 0 0.4 3.04 2.92 0.4 0 0.4 "rheo_to_limnophil" 1.72 1.4 7.36 2.64 0 0 0 "no_resist" "cold" "no_pref" 1 1 1 0 0 0 0 1.28 6.24 2.64 "long" "very_wide" "NO"
"Ameletus inopinatus" "SPEED2ZERO" "Insects" "Ameletus inopinatus Eaton, 1887" "SPECIES" "INN" NA "CR" NA "Ameletus" "Ameletidae" "Ephemeroptera" "Insecta" "Arthropoda" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "frc" "hemimetabolic" "<=1" 0 5 0 5 0 0 0 2 3 3 2 0 0 0 0 0 5 0 0 0 5 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 3 0 7 0 0 0 2 1 0 1 4 0 0 2 0 0 0 0 "rheophil" 4 1 10 0 0 0 0 "egg_resist" "cold" "neutral_to_alka" 0 0 1 1 0 0 0 4 6 0 "long" "very_wide" "NO"
"Amphinemura standfussi" "SPEED2ZERO" "Insects" "Amphinemura standfussi (Ris, 1902)" "SPECIES" "INN" NA "NT" NA "Amphinemura" "Nemouridae" "Plecoptera" "Insecta" "Arthropoda" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "frc" "hemimetabolic" "<=1" 0 0 0 7 0 3 2 2 2 2 1 0 0 0 1 0 5 0 0 2 3 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 5 5 0 0 0 1 0 0 0 2 0 0 0 0 7 0 0 0 "indifferent" 3 1 9.84 0.16 0 0 0 "egg_resist" "cold" "no_pref" 1 1 1 1 1 0 0 1 8 1 "long" "very_wide" "NO"
"Amphinemura sulcicollis" "SPEED2ZERO" "Insects" "Amphinemura sulcicollis (Stephens, 1836)" "SPECIES" "INN" NA "LC" NA "Amphinemura" "Nemouridae" "Plecoptera" "Insecta" "Arthropoda" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "frc" "hemimetabolic" "<=1" 0 0 0 7 0 3 1 2 3 3 0 0 0 0 1 0 3 0 0 3 4 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 3 7 0 0 0 0 0 0 1 2 0 0 0 4 3 0 0 0 "rheophil" 3 1 10 0 0 0 0 "egg_resist" "cold" "acid" 0 1 1 1 1 0 0 6 4 0 "long" "very_wide" "NO"
"Amphinemura triangularis" "SPEED2ZERO" "Insects" "Amphinemura triangularis (Ris, 1902)" "SPECIES" "INN" NA "LC" NA "Amphinemura" "Nemouridae" "Plecoptera" "Insecta" "Arthropoda" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "frc" "hemimetabolic" "<=1" 0 0 0 7 0 3 1 2 3 3 1 0 0 0 0 0 3 0 0 2 5 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 3.12 6.28 0 0 0 2 0 3 0 5 0 0 0 0 0 0 0 0 "rheophil" 4 1 9.96 0 0 0 0 "egg_resist" "cold" "neutral_to_alka" 0 1 1 1 1 0 0 6 4 0 "long" "very_wide" "NO"
"Anabolia brevipennis" "InfoSpecies" "Insects" "Anabolia brevipennis (Curtis, 1834)" "SPECIES" "INN" NA "CR" NA "Anabolia" "Limnephilidae" "Trichoptera" "Insecta" "Arthropoda" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "vec" "holometabolic" "<=1" 0 0 0 8.32 2.08 0 0.48 0.4 0.12 0.12 0.28 0.56 0.36 0.04 7.52 0.04 0.84 0 0 4.2 0.2 0.04 0.12 2.28 0 0.4 1 1 0 0 0 0 0 0 1 0 1.08 7.92 0 1.2 0 0 0.56 0.44 0.04 0.08 0.2 0 0.04 6.84 2.68 0.88 0.04 0 "limnobiont" 1.2 1.52 7.72 2.28 0 0 0 "no_resist" "warm" "no_pref" 1 1 0 0 0 0 0 0.96 6.32 2.56 "long" "very_wide" "NO"
"Anabolia furcata" "InfoSpecies" "Insects" "Anabolia furcata Brauer, 1857" "SPECIES" "INN" NA "DD" NA "Anabolia" "Limnephilidae" "Trichoptera" "Insecta" "Arthropoda" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "fic" "holometabolic" "<=1" 0 0 0.12 7.6 2.12 0 0.56 0.8 0.68 1 1 1.16 0.6 0.04 3.04 0 1.44 0 0 3.4 0.48 0 0 2.12 0 0 1 1 0 0 0 0 0 0 1 0 1.12 7.64 0 0.96 0 0 0.52 0.28 0.24 0.96 0.92 0 0.04 3.08 2.16 1.2 0 0 "rheo_to_limnophil" 2.28 1.84 7.72 2.28 0 0 0 "no_resist" "mixed" "no_pref" 1 1 1 0 0 0 0 1.52 5.4 3.76 "long" "very_wide" "YES"
"Anabolia lombarda" "InfoSpecies" "Insects" "Anabolia lombarda Ris, 1897" "SPECIES" "INN" NA "EN" NA "Anabolia" "Limnephilidae" "Trichoptera" "Insecta" "Arthropoda" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "fic" "holometabolic" "<=1" 0 0 0.12 7.72 2.32 0 0.28 0.4 0.04 0 0.48 2 0.84 0 5.96 0 0.28 0 0 2.6 0.44 0 0.04 2.08 0 1.96 1 1 0 0 0 0 0 0 1 0 1.24 7.84 0 1.08 0 0 0.92 0.36 0.16 0.28 0.36 0 0.52 3.2 1.76 2.52 0 0 "limnobiont" 1.28 2.28 7.68 2.28 0 0 0 "no_resist" "mixed" "no_pref" 1 1 1 0 0 0 0 0.96 6.44 3.32 "long" "very_wide" "NO"
